pheno_id	FieldID	Field	Path	Strata	Sexed	Coding	Coding_meaning	original_type	transformed_type	nsamples	nsamples_T	nsamples_F	pheno_type	nsamples_CAD_SOFT_0	nsamples_CAD_SOFT_1	nsamples_CAD_SOFT_0_T	nsamples_CAD_SOFT_1_T	keep
40001_J440	40001	Underlying (primary) cause of death: ICD10	Health-related outcomes > Death register	Primary	Unisex	19	J44.0 Chronic obstructive pulmonary disease with acute lower respiratory infection	CAT_SINGLE	CAT_SINGLE_UNORDERED	8547	79	8468	NA	NA	NA	NA	NA	FALSE
40001_J441	40001	Underlying (primary) cause of death: ICD10	Health-related outcomes > Death register	Primary	Unisex	19	J44.1 Chronic obstructive pulmonary disease with acute exacerbation, unspecified	CAT_SINGLE	CAT_SINGLE_UNORDERED	8547	33	8514	NA	NA	NA	NA	NA	FALSE
40001_J449	40001	Underlying (primary) cause of death: ICD10	Health-related outcomes > Death register	Primary	Unisex	19	J44.9 Chronic obstructive pulmonary disease, unspecified	CAT_SINGLE	CAT_SINGLE_UNORDERED	8547	87	8460	NA	NA	NA	NA	NA	FALSE
40001_J459	40001	Underlying (primary) cause of death: ICD10	Health-related outcomes > Death register	Primary	Unisex	19	J45.9 Asthma, unspecified	CAT_SINGLE	CAT_SINGLE_UNORDERED	8547	10	8537	NA	NA	NA	NA	NA	FALSE
40001_J47	40001	Underlying (primary) cause of death: ICD10	Health-related outcomes > Death register	Primary	Unisex	19	J47 Bronchiectasis	CAT_SINGLE	CAT_SINGLE_UNORDERED	8547	31	8516	NA	NA	NA	NA	NA	FALSE
40001_J841	40001	Underlying (primary) cause of death: ICD10	Health-related outcomes > Death register	Primary	Unisex	19	J84.1 Other interstitial pulmonary diseases with fibrosis	CAT_SINGLE	CAT_SINGLE_UNORDERED	8547	120	8427	NA	NA	NA	NA	NA	FALSE
40001_J849	40001	Underlying (primary) cause of death: ICD10	Health-related outcomes > Death register	Primary	Unisex	19	J84.9 Interstitial pulmonary disease, unspecified	CAT_SINGLE	CAT_SINGLE_UNORDERED	8547	17	8530	NA	NA	NA	NA	NA	FALSE
40001_K264	40001	Underlying (primary) cause of death: ICD10	Health-related outcomes > Death register	Primary	Unisex	19	K26.4 Chronic or unspecified with haemorrhage	CAT_SINGLE	CAT_SINGLE_UNORDERED	8547	10	8537	NA	NA	NA	NA	NA	FALSE
40001_K550	40001	Underlying (primary) cause of death: ICD10	Health-related outcomes > Death register	Primary	Unisex	19	K55.0 Acute vascular disorders of intestine	CAT_SINGLE	CAT_SINGLE_UNORDERED	8547	14	8533	NA	NA	NA	NA	NA	FALSE
40001_K559	40001	Underlying (primary) cause of death: ICD10	Health-related outcomes > Death register	Primary	Unisex	19	K55.9 Vascular disorder of intestine, unspecified	CAT_SINGLE	CAT_SINGLE_UNORDERED	8547	24	8523	NA	NA	NA	NA	NA	FALSE
40001_K566	40001	Underlying (primary) cause of death: ICD10	Health-related outcomes > Death register	Primary	Unisex	19	K56.6 Other and unspecified intestinal obstruction	CAT_SINGLE	CAT_SINGLE_UNORDERED	8547	10	8537	NA	NA	NA	NA	NA	FALSE
40001_K578	40001	Underlying (primary) cause of death: ICD10	Health-related outcomes > Death register	Primary	Unisex	19	K57.8 Diverticular disease of intestine, part unspecified, with perforation and abscess	CAT_SINGLE	CAT_SINGLE_UNORDERED	8547	11	8536	NA	NA	NA	NA	NA	FALSE
40001_K631	40001	Underlying (primary) cause of death: ICD10	Health-related outcomes > Death register	Primary	Unisex	19	K63.1 Perforation of intestine (nontraumatic)	CAT_SINGLE	CAT_SINGLE_UNORDERED	8547	11	8536	NA	NA	NA	NA	NA	FALSE
40001_K703	40001	Underlying (primary) cause of death: ICD10	Health-related outcomes > Death register	Primary	Unisex	19	K70.3 Alcoholic cirrhosis of liver	CAT_SINGLE	CAT_SINGLE_UNORDERED	8547	20	8527	NA	NA	NA	NA	NA	FALSE
40001_K704	40001	Underlying (primary) cause of death: ICD10	Health-related outcomes > Death register	Primary	Unisex	19	K70.4 Alcoholic hepatic failure	CAT_SINGLE	CAT_SINGLE_UNORDERED	8547	21	8526	NA	NA	NA	NA	NA	FALSE
40001_K709	40001	Underlying (primary) cause of death: ICD10	Health-related outcomes > Death register	Primary	Unisex	19	K70.9 Alcoholic liver disease, unspecified	CAT_SINGLE	CAT_SINGLE_UNORDERED	8547	53	8494	NA	NA	NA	NA	NA	FALSE
40001_K746	40001	Underlying (primary) cause of death: ICD10	Health-related outcomes > Death register	Primary	Unisex	19	K74.6 Other and unspecified cirrhosis of liver	CAT_SINGLE	CAT_SINGLE_UNORDERED	8547	36	8511	NA	NA	NA	NA	NA	FALSE
40001_K760	40001	Underlying (primary) cause of death: ICD10	Health-related outcomes > Death register	Primary	Unisex	19	K76.0 Fatty (change of) liver, not elsewhere classified	CAT_SINGLE	CAT_SINGLE_UNORDERED	8547	12	8535	NA	NA	NA	NA	NA	FALSE
40001_K830	40001	Underlying (primary) cause of death: ICD10	Health-related outcomes > Death register	Primary	Unisex	19	K83.0 Cholangitis	CAT_SINGLE	CAT_SINGLE_UNORDERED	8547	13	8534	NA	NA	NA	NA	NA	FALSE
40001_K859	40001	Underlying (primary) cause of death: ICD10	Health-related outcomes > Death register	Primary	Unisex	19	K85.9 Acute pancreatitis, unspecified	CAT_SINGLE	CAT_SINGLE_UNORDERED	8547	25	8522	NA	NA	NA	NA	NA	FALSE
40001_M069	40001	Underlying (primary) cause of death: ICD10	Health-related outcomes > Death register	Primary	Unisex	19	M06.9 Rheumatoid arthritis, unspecified	CAT_SINGLE	CAT_SINGLE_UNORDERED	8547	13	8534	NA	NA	NA	NA	NA	FALSE
40001_N390	40001	Underlying (primary) cause of death: ICD10	Health-related outcomes > Death register	Primary	Unisex	19	N39.0 Urinary tract infection, site not specified	CAT_SINGLE	CAT_SINGLE_UNORDERED	8547	24	8523	NA	NA	NA	NA	NA	FALSE
40001_R99	40001	Underlying (primary) cause of death: ICD10	Health-related outcomes > Death register	Primary	Unisex	19	R99 Other ill-defined and unspecified causes of mortality	CAT_SINGLE	CAT_SINGLE_UNORDERED	8547	49	8498	NA	NA	NA	NA	NA	FALSE
40001_U509	40001	Underlying (primary) cause of death: ICD10	Health-related outcomes > Death register	Primary	Unisex	19	U50.9 Inquest Adjourned Death	CAT_SINGLE	CAT_SINGLE_UNORDERED	8547	12	8535	NA	NA	NA	NA	NA	FALSE
40001_W100	40001	Underlying (primary) cause of death: ICD10	Health-related outcomes > Death register	Primary	Unisex	19	W10.0 Home	CAT_SINGLE	CAT_SINGLE_UNORDERED	8547	12	8535	NA	NA	NA	NA	NA	FALSE
40001_W190	40001	Underlying (primary) cause of death: ICD10	Health-related outcomes > Death register	Primary	Unisex	19	W19.0 Home	CAT_SINGLE	CAT_SINGLE_UNORDERED	8547	12	8535	NA	NA	NA	NA	NA	FALSE
40001_X700	40001	Underlying (primary) cause of death: ICD10	Health-related outcomes > Death register	Primary	Unisex	19	X70.0 Home	CAT_SINGLE	CAT_SINGLE_UNORDERED	8547	45	8502	NA	NA	NA	NA	NA	FALSE
40001_X708	40001	Underlying (primary) cause of death: ICD10	Health-related outcomes > Death register	Primary	Unisex	19	X70.8 Other specified place	CAT_SINGLE	CAT_SINGLE_UNORDERED	8547	10	8537	NA	NA	NA	NA	NA	FALSE
40007	40007	Age at death	Health-related outcomes > Death register	Derived	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	9909	NA	NA	NA	NA	NA	NA	NA	FALSE
100240	100240	Coffee consumed	Online follow-up > Diet by 24-hour recall > Hot/cold beverages yesterday	Primary	Unisex	100010	NA	CAT_SINGLE	CAT_SINGLE_BINARY	48336	NA	NA	Hot_cold_beverages_yesterday	44678	3658	31663	2591	TRUE
100580	100580	Alcohol consumed	Online follow-up > Diet by 24-hour recall > Alcoholic beverages yesterday	Primary	Unisex	100010	NA	CAT_SINGLE	CAT_SINGLE_BINARY	48336	NA	NA	Alcoholic_beverages_yesterday	44678	3658	22121	1751	TRUE
46	46	Hand grip strength (left)	UK Biobank Assessment Centre > Physical measures > Hand grip strength	Primary	Unisex	NA	NA	INTEGER	CONTINUOUS	339543	NA	NA	Hand_grip_strength	308065	31478	NA	NA	TRUE
47	47	Hand grip strength (right)	UK Biobank Assessment Centre > Physical measures > Hand grip strength	Primary	Unisex	NA	NA	INTEGER	CONTINUOUS	339592	NA	NA	Hand_grip_strength	308095	31497	NA	NA	TRUE
78	78	Heel bone mineral density (BMD) T-score, automated	UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel	Primary	Unisex	NA	NA	CONTINUOUS_MAIN	CONTINUOUS	196568	NA	NA	Bone-densitometry_of_heel	178324	18244	NA	NA	TRUE
129	129	Place of birth in UK - north co-ordinate	UK Biobank Assessment Centre > Verbal interview > Early life factors	Primary	Unisex	170	NA	INTEGER	CONTINUOUS	328051	NA	NA	NA	NA	NA	NA	NA	FALSE
130	130	Place of birth in UK - east co-ordinate	UK Biobank Assessment Centre > Verbal interview > Early life factors	Primary	Unisex	170	NA	INTEGER	CONTINUOUS	328051	NA	NA	NA	NA	NA	NA	NA	FALSE
137	137	Number of treatments/medications taken	UK Biobank Assessment Centre > Verbal interview > Medications	Primary	Unisex	NA	NA	INTEGER	CAT_ORD	340896	NA	NA	Medications	309243	31653	NA	NA	TRUE
398	398	Number of correct matches in round	UK Biobank Assessment Centre > Cognitive function > Pairs matching	Primary	Unisex	NA	NA	INTEGER	CAT_ORD	340939	NA	NA	NA	NA	NA	NA	NA	FALSE
399	399	Number of incorrect matches in round	UK Biobank Assessment Centre > Cognitive function > Pairs matching	Primary	Unisex	NA	NA	INTEGER	CONTINUOUS	340939	NA	NA	NA	NA	NA	NA	NA	FALSE
400	400	Time to complete round	UK Biobank Assessment Centre > Cognitive function > Pairs matching	Primary	Unisex	402	NA	INTEGER	CONTINUOUS	335558	NA	NA	NA	NA	NA	NA	NA	FALSE
403	403	Number of times snap-button pressed	UK Biobank Assessment Centre > Cognitive function > Reaction time	Primary	Unisex	NA	NA	INTEGER	CAT_ORD	340071	NA	NA	NA	NA	NA	NA	NA	FALSE
404	404	Duration to first press of snap-button in each round	UK Biobank Assessment Centre > Cognitive function > Reaction time	Primary	Unisex	NA	NA	INTEGER	CONTINUOUS	339023	NA	NA	NA	NA	NA	NA	NA	FALSE
670_1	670	Type of accommodation lived in	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Household	Primary	Unisex	100286	A house or bungalow	CAT_SINGLE	CAT_SINGLE_UNORDERED	340098	310122	29976	NA	NA	NA	NA	NA	FALSE
670_2	670	Type of accommodation lived in	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Household	Primary	Unisex	100286	A flat, maisonette or apartment	CAT_SINGLE	CAT_SINGLE_UNORDERED	340098	28698	311400	NA	NA	NA	NA	NA	FALSE
670_3	670	Type of accommodation lived in	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Household	Primary	Unisex	100286	Mobile or temporary structure (i.e. caravan)	CAT_SINGLE	CAT_SINGLE_UNORDERED	340098	471	339627	NA	NA	NA	NA	NA	FALSE
670_4	670	Type of accommodation lived in	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Household	Primary	Unisex	100286	Sheltered accommodation	CAT_SINGLE	CAT_SINGLE_UNORDERED	340098	772	339326	NA	NA	NA	NA	NA	FALSE
670_5	670	Type of accommodation lived in	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Household	Primary	Unisex	100286	Care home	CAT_SINGLE	CAT_SINGLE_UNORDERED	340098	35	340063	NA	NA	NA	NA	NA	FALSE
680_1	680	Own or rent accommodation lived in	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Household	Primary	Unisex	100287	Own outright (by you or someone in your household)	CAT_SINGLE	CAT_SINGLE_UNORDERED	336754	184276	152478	NA	NA	NA	NA	NA	FALSE
680_2	680	Own or rent accommodation lived in	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Household	Primary	Unisex	100287	Own with a mortgage	CAT_SINGLE	CAT_SINGLE_UNORDERED	336754	123358	213396	NA	NA	NA	NA	NA	FALSE
680_3	680	Own or rent accommodation lived in	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Household	Primary	Unisex	100287	Rent - from local authority, local council, housing association	CAT_SINGLE	CAT_SINGLE_UNORDERED	336754	17524	319230	NA	NA	NA	NA	NA	FALSE
680_4	680	Own or rent accommodation lived in	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Household	Primary	Unisex	100287	Rent - from private landlord or letting agency	CAT_SINGLE	CAT_SINGLE_UNORDERED	336754	8568	328186	NA	NA	NA	NA	NA	FALSE
680_5	680	Own or rent accommodation lived in	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Household	Primary	Unisex	100287	Pay part rent and part mortgage (shared ownership)	CAT_SINGLE	CAT_SINGLE_UNORDERED	336754	834	335920	NA	NA	NA	NA	NA	FALSE
680_6	680	Own or rent accommodation lived in	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Household	Primary	Unisex	100287	Live in accommodation rent free	CAT_SINGLE	CAT_SINGLE_UNORDERED	336754	2194	334560	NA	NA	NA	NA	NA	FALSE
709	709	Number in household	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Household	Primary	Unisex	100291	NA	INTEGER	CAT_ORD	339146	NA	NA	Household	307816	31330	NA	NA	TRUE
738	738	Average total household income before tax	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Household	Primary	Unisex	100294	NA	CAT_SINGLE	CAT_ORD	294073	NA	NA	Household	267660	26413	NA	NA	TRUE
767	767	Length of working week for main job	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Employment	Primary	Unisex	100291	NA	INTEGER	CONTINUOUS	190326	NA	NA	Employment	179491	10835	NA	NA	TRUE
806	806	Job involves mainly walking or standing	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Employment	Primary	Unisex	100301	NA	CAT_SINGLE	CAT_ORD	192843	NA	NA	Employment	181851	10992	NA	NA	TRUE
816	816	Job involves heavy manual or physical work	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Employment	Primary	Unisex	100301	NA	CAT_SINGLE	CAT_ORD	192876	NA	NA	Employment	181879	10997	NA	NA	TRUE
826	826	Job involves shift work	UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Employment	Primary	Unisex	100301	NA	CAT_SINGLE	CAT_ORD	192671	NA	NA	Employment	181689	10982	NA	NA	TRUE
864	864	Number of days/week walked 10+ minutes	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	Primary	Unisex	100307	NA	INTEGER	CAT_ORD	335304	NA	NA	Physical_activity	304705	30599	NA	NA	TRUE
874	874	Duration of walks	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	Primary	Unisex	100291	NA	INTEGER	CONTINUOUS	291708	NA	NA	Physical_activity	265652	26056	NA	NA	TRUE
884	884	Number of days/week of moderate physical activity 10+ minutes	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	Primary	Unisex	100291	NA	INTEGER	CAT_ORD	324824	NA	NA	Physical_activity	295371	29453	NA	NA	TRUE
894	894	Duration of moderate activity	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	Primary	Unisex	100291	NA	INTEGER	CAT_ORD	253924	NA	NA	Physical_activity	232022	21902	NA	NA	TRUE
904	904	Number of days/week of vigorous physical activity 10+ minutes	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	Primary	Unisex	100291	NA	INTEGER	CAT_ORD	325002	NA	NA	Physical_activity	295673	29329	NA	NA	TRUE
914	914	Duration of vigorous activity	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	Primary	Unisex	100291	NA	INTEGER	CONTINUOUS	185786	NA	NA	Physical_activity	171476	14310	NA	NA	TRUE
924	924	Usual walking pace	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	Primary	Unisex	100313	NA	CAT_SINGLE	CAT_ORD	339073	NA	NA	Physical_activity	307915	31158	NA	NA	TRUE
943	943	Frequency of stair climbing in last 4 weeks	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	Primary	Unisex	100314	NA	CAT_SINGLE	CAT_ORD	338182	NA	NA	Physical_activity	307091	31091	NA	NA	TRUE
971	971	Frequency of walking for pleasure in last 4 weeks	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	Primary	Unisex	100317	NA	CAT_SINGLE	CAT_ORD	243452	NA	NA	Physical_activity	223236	20216	NA	NA	TRUE
981	981	Duration walking for pleasure	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	Primary	Unisex	100318	NA	CAT_SINGLE	CAT_ORD	243310	NA	NA	Physical_activity	223103	20207	NA	NA	TRUE
991	991	Frequency of strenuous sports in last 4 weeks	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	Primary	Unisex	100317	NA	CAT_SINGLE	CAT_ORD	34636	NA	NA	Physical_activity	33044	1592	NA	NA	TRUE
1001	1001	Duration of strenuous sports	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	Primary	Unisex	100318	NA	CAT_SINGLE	CAT_ORD	34658	NA	NA	Physical_activity	33066	1592	NA	NA	TRUE
1011	1011	Frequency of light DIY in last 4 weeks	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	Primary	Unisex	100317	NA	CAT_SINGLE	CAT_ORD	171444	NA	NA	Physical_activity	157369	14075	NA	NA	TRUE
1021	1021	Duration of light DIY	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	Primary	Unisex	100318	NA	CAT_SINGLE	CAT_ORD	170526	NA	NA	Physical_activity	156514	14012	NA	NA	TRUE
1031	1031	Frequency of friend/family visits	UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Social support	Primary	Unisex	100327	NA	CAT_SINGLE	CAT_ORD	339314	NA	NA	Social_support	307857	31457	NA	NA	TRUE
1070	1070	Time spent watching television (TV)	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	Primary	Unisex	100329	NA	INTEGER	CAT_ORD	323323	NA	NA	Physical_activity	292777	30546	NA	NA	TRUE
1080	1080	Time spent using computer	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	Primary	Unisex	100329	NA	INTEGER	CAT_ORD	265130	NA	NA	Physical_activity	238339	26791	NA	NA	TRUE
1090	1090	Time spent driving	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Physical activity	Primary	Unisex	100329	NA	INTEGER	CAT_ORD	227370	NA	NA	Physical_activity	205185	22185	NA	NA	TRUE
1160	1160	Sleep duration	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Sleep	Primary	Unisex	100291	NA	INTEGER	CAT_ORD	339131	NA	NA	Sleep	307766	31365	NA	NA	TRUE
1170	1170	Getting up in morning	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Sleep	Primary	Unisex	100341	NA	CAT_SINGLE	CAT_ORD	340554	NA	NA	Sleep	308952	31602	NA	NA	TRUE
1180	1180	Morning/evening person (chronotype)	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Sleep	Primary	Unisex	100342	NA	CAT_SINGLE	CAT_ORD	304862	NA	NA	Sleep	276817	28045	NA	NA	TRUE
1190	1190	Nap during day	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Sleep	Primary	Unisex	100343	NA	CAT_SINGLE	CAT_ORD	340816	NA	NA	Sleep	309169	31647	NA	NA	TRUE
1200	1200	Sleeplessness / insomnia	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Sleep	Primary	Unisex	100343	NA	CAT_SINGLE	CAT_ORD	340700	NA	NA	Sleep	309074	31626	NA	NA	TRUE
1210	1210	Snoring	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Sleep	Primary	Unisex	100345	NA	CAT_SINGLE	CAT_SINGLE_BINARY	317825	NA	NA	Sleep	288540	29285	106350	12739	TRUE
1220	1220	Daytime dozing / sleeping (narcolepsy)	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Sleep	Primary	Unisex	100346	NA	CAT_SINGLE	CAT_ORD	339824	NA	NA	Sleep	308351	31473	NA	NA	TRUE
1239	1239	Current tobacco smoking	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking	Primary	Unisex	100347	NA	CAT_SINGLE	CAT_ORD	340780	NA	NA	Smoking	309139	31641	NA	NA	TRUE
1249	1249	Past tobacco smoking	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking	Primary	Unisex	100348	NA	CAT_SINGLE	CAT_ORD	313700	NA	NA	Smoking	285572	28128	NA	NA	TRUE
1259	1259	Smoking/smokers in household	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking	Primary	Unisex	100370	NA	CAT_SINGLE	CAT_ORD	314384	NA	NA	Smoking	286123	28261	NA	NA	TRUE
1269	1269	Exposure to tobacco smoke at home	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking	Primary	Unisex	100291	NA	INTEGER	CAT_ORD	308494	NA	NA	Smoking	280934	27560	NA	NA	TRUE
1279	1279	Exposure to tobacco smoke outside home	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking	Primary	Unisex	100291	NA	INTEGER	CAT_ORD	289160	NA	NA	Smoking	263890	25270	NA	NA	TRUE
1289	1289	Cooked vegetable intake	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Diet	Primary	Unisex	100373	NA	INTEGER	CAT_ORD	330964	NA	NA	Diet	300408	30556	NA	NA	TRUE
1299	1299	Salad / raw vegetable intake	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Diet	Primary	Unisex	100373	NA	INTEGER	CAT_ORD	320677	NA	NA	Diet	291232	29445	NA	NA	TRUE
1309	1309	Fresh fruit intake	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Diet	Primary	Unisex	100373	NA	INTEGER	CAT_ORD	328867	NA	NA	Diet	298414	30453	NA	NA	TRUE
1319	1319	Dried fruit intake	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Diet	Primary	Unisex	100373	NA	INTEGER	CAT_ORD	310936	NA	NA	Diet	281705	29231	NA	NA	TRUE
